title,sku_id,Variant_id,Variant,category,sub_category
Green Pear Imported,5c0e79108d92d07fdfd9df1d,5d3967fc47ddec28ec4fcc86,500 Gms,Fresh Fruits,"Apples, Pears, Plums"
Xpress Mart Cricket Lighter - Black,5ec370e6cc8e66769b6514c0,5ec370e6cc8e66769b6514c1,1 Pc,Paan,Others
Nandini Good Life Toned Milk,5d27178c9e1975027f8eabc8,5d27178c9e1975027f8eabc9,200 Ml,Breakfast & Dairy,Milk
Wrigleys Doublemint Chewing Gum,5bd2cefc73cdab7135877ad7,5bd2cefc73cdab7135877ad8,7.4 Gms,Chocolates & Ice-Cream,Mints & Chewing Gums
Britannia Dairy Fresh Dahi,5bc87ae10d298a283c296fa7,5bc87ae10d298a283c296fa9,150 Gms,Breakfast & Dairy,Dairy
Kissan Tomato Ketchup Bottle,5bc87ae20d298a283c29797a,5bfbb76f7f2d4634fed2c1a4,1 Kg,Condiments,"Sauces, Spreads & Dips"
Monster Energy 330ml,5e1616f78ce3d220b9f9401f,5e1616f78ce3d220b9f94020,330 Ml,Others,Others
Cadbury Dairy Milk Silk Chocolate,5c6d5ecda6ad42274c520c27,5c6d5ecda6ad42274c520c29,60 Gms,Chocolates & Ice-Cream,Bar Chocolates
Lays Indian Magic Masala Potato Chips,5c6bbe8df6924f1e6f4b6f65,5d1601ddfd74cb140bb913e2,52 Gms,Snacks & Frozen Food,Chips & Crisps
Amul Taaza Fresh Toned Milk,5bf85868269a0f1dd3c3764e,5c666d0251e3c454b3c82027,500 ML,Breakfast & Dairy,Milk
Baby Corn,5bd323493cd51519e9354056,5cf61c8868a10a796d93d7c0,200 Gms,Fresh Vegetables,"Peas, Corn, Mushrooms"
Amul Unsalted Butter,5bc87ae10d298a283c296e75,5bc87ae10d298a283c296e76,500 Gms,Breakfast & Dairy,Dairy
Nestle Sweetened Condensed Milkmaid Tin,5bc87ae20d298a283c297cce,5bc87ae20d298a283c297ccf,400 Gms,Provisions,"Salt, Sugar & Jaggery"
Poha,5cb753b228b53353f3c61a65,5cb753b228b53353f3c61a66,1 Kg,Provisions,Pulses
Rajdhani Maida,5bf85868269a0f1dd3c377c6,5bf85868269a0f1dd3c377c7,500 Gms,Provisions,Atta & Flour
Spencers Brown Bread,5d27178c9e1975027f8eade4,5d27178c9e1975027f8eade5,400 Gms,Breakfast & Dairy,Bread & Buns
Nilgiris Pav Bun,5c10168166f5461aad363018,5c10168166f5461aad363019,1 Pack,Breakfast & Dairy,Bread & Buns
Paper Boat Chikki,5bf85867269a0f1dd3c3716b,5bf85867269a0f1dd3c3716c,16 Gms,Snacks & Frozen Food,Snacks
Britannia Little Hearts Biscuits,5c021de829a128442cdc36e0,5c021de829a128442cdc36e1,37 Gms,Snacks & Frozen Food,Biscuit & Cookies
Wildcraft Hypa Shield W 95 Reusable Outdoor Mask,5eaad3ef26231127095a2a3f,5eaad3ef26231127095a2a40,1 Pc,Personal Care,Hygiene
Chings Schezwan Fried Rice Masala,5bf85868269a0f1dd3c3788c,5bf85868269a0f1dd3c3788d,20 Gms,Provisions,Masala & Spices
Kurkure Puffcorn Yummy Cheese,5bdc71036cb2d102bff8079c,5bdc71036cb2d102bff8079d,52 Gms,Snacks & Frozen Food,Chips & Crisps
Too Yumm Sour Cream & Onion Veggie Stix,5bf85869269a0f1dd3c37e3a,5bf85869269a0f1dd3c37e3b,60 Gms,Snacks & Frozen Food,Chips & Crisps
SVS Agencies Groundnut Oil,5cae072a850c55677a212b4e,5cae072a850c55677a212b4f,1 Ltr,Provisions,Oils & Ghee
Sweet Corn,5bd323493cd51519e93540ec,5d6e093f4fce012c1d0fe669,200 Gms,Fresh Vegetables,"Peas, Corn, Mushrooms"
Brinjal (Bharta),5c6e85b5019ca52990d99572,5c6e85b5019ca52990d99573,1 Kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Suguna Eggs,5d1ba342e2e0b13c7ee29c52,5e7b0af5ae97c442df2bd89f,6 Pcs,Breakfast & Dairy,Egg
Banana Robusta,5c0e70078d92d07fdfc2478a,5c0e70078d92d07fdfc2478d,250 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Deepam Oil,5bc87ae10d298a283c297364,5bc87ae10d298a283c297365,1 Ltr,Pooja Needs,Others
Nilgiri's Whole Wheat Brown Bread,5c8021eb74cf3c4c87268d77,5c8021eb74cf3c4c87268d78,400 Gms,Breakfast & Dairy,Bread & Buns
Cadbury Gems,5bc87ae10d298a283c2970ce,5bc87ae10d298a283c2970d1,11.4 Gms,Chocolates & Ice-Cream,Bar Chocolates
Kellogg`s Pringles South African Style Peri Peri Potato Crips,5c77d29c004a9e6c32e6c51a,5c77d29c004a9e6c32e6c51b,110 Gms,Snacks & Frozen Food,Chips & Crisps
American Club,5d5e5d474fce012c1d02d4d2,5d5e5d474fce012c1d02d4d3,Pack of 10,Paan,Others
Bindu Daily Dinner Appalam,5c177b665537785c88072aa0,5c177b665537785c88072aa1,100 Gms,Instant Foods & Ready To Eat,Ready to Cook
Cornitos Cheese and Herb Nacho Crisps,5bd2cef973cdab7135875582,5bd2cef973cdab7135875583,150 Gms,Snacks & Frozen Food,Chips & Crisps
Chings Red Chilli Sauce,5bc87ae10d298a283c297160,5bc87ae10d298a283c297161,680 Gms,Condiments,"Sauces, Spreads & Dips"
Epigamia Mishti Doi,5d76270f4bf1844dbc4ecca4,5d76270f4bf1844dbc4ecca5,85 Gms,Breakfast & Dairy,Dairy
Mango - Alphonso (Ratnagiri),5cab0f0ebd7685274d7d5a52,5cab0f0ebd7685274d7d5a54,6 Pcs,Fresh Fruits,Mangoes
Amul Plain Buttermilk,5c0e13558d92d07fdff29436,5c0e13558d92d07fdff29437,500 Ml,Breakfast & Dairy,Dairy
Mango - Alphonso,5bd323493cd51519e9353fd6,5cefcfb2497d855ddac20173,12 Pcs,Fresh Fruits,Mangoes
Tropicana Pineapple Juice Tetra Pack,5bd2cefb73cdab71358777e9,5bd2cefb73cdab71358777ea,1 Ltr,Beverages,Fruit Juice & Drinks
Lays American Style Cream And Onion Potato Chips,5c6bbe8df6924f1e6f4b6f62,5cab4bd0bd7685274d7da854,35 Gms,Snacks & Frozen Food,Chips & Crisps
SKM Best Brown Eggs,5d08cabd5cff2c50ff261e4f,5d08cabd5cff2c50ff261e50,6 Pcs,Breakfast & Dairy,Egg
Real Pomegranate Juice,5bd2cefb73cdab713587709c,5bd2cefb73cdab713587709d,1 Ltr,Beverages,Fruit Juice & Drinks
Mushroom,5c235baa053cdb286aaa826a,5d6e093e4fce012c1d0fe13b,250 Gms,Fresh Vegetables,"Peas, Corn, Mushrooms"
Nestle Toned Milk,5c6d5ecea6ad42274c520da7,5c6d5ecea6ad42274c520da8,1 Ltr,Breakfast & Dairy,Milk
Top Ramen Masala Noodles,5be2940148e1c43d79561caf,5be2940148e1c43d79561cb0,70 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Groundnuts,5c135ae66994164bc9f7fdc0,5c135ae66994164bc9f7fdc1,1 Kg,Provisions,Pulses
Kissan Mixed Fruit Jam Tub,5c0562ceaead9d72d28f7c4a,5c0562ceaead9d72d28f7c4b,100 Gms,Condiments,Jams
Real Fruit Juice - Mixed Fruit,5c021de929a128442cdc3b43,5c021de929a128442cdc3b44,1 Ltr,Beverages,Fruit Juice & Drinks
Elaichi Banana,5c35dbf1b1e6c12dfdc86727,5c35dbf1b1e6c12dfdc86728,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Britannia Jim Jam Treat Biscuit,5bd2cef973cdab7135875213,5bd2cef973cdab7135875214,150 Gms,Snacks & Frozen Food,Biscuit & Cookies
Kwality Walls Hazelnut Magnum Ice Cream,5cee345f497d855ddabee543,5cee345f497d855ddabee544,70 Gms,Chocolates & Ice-Cream,Ice Cream & Popsicle
Lays Calm Cream & Onion Flavour Potato Chips,5e26df246d925b534694717e,5e26df246d925b534694717f,90 Gms,Snacks & Frozen Food,Chips & Crisps
Maggi 2 Minutes Masala Noodles,5bfe623d726eb61f4312a5f1,5bfe623d726eb61f4312a5f6,140 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Sprite Pet Bottle,5bd2cefb73cdab7135877427,5bebc2641a5dab09bad3fc17,750 Ml,Beverages,Soft Drinks
Maaza Mango Juice,5c6d5ecea6ad42274c520d3c,5c6d5ecea6ad42274c520d3d,600 Ml,Beverages,Fruit Juice & Drinks
Tropicana Natural Premium Orange JuiceTetra Pack,5bd2cefb73cdab71358777e6,5bd2cefb73cdab71358777e7,1 Ltr,Beverages,Fruit Juice & Drinks
Imported Orange,5c0916970ac44c06a6f15dfd,5c6aa4518fb99d10122369e5,1 Kg,Fresh Fruits,"Oranges, Mosambi"
Britannia Bourbon Biscuit,5bc87ae10d298a283c296f7a,5bc87ae10d298a283c296f7c,150 Gms,Snacks & Frozen Food,Biscuit & Cookies
Coco-Cola Zero Sugar,5c544fb26dbddc4fc5041793,5c544fb26dbddc4fc5041794,300 Ml,Beverages,Soft Drinks
English Oven Milk Bread,5bf85867269a0f1dd3c36c97,5bf85867269a0f1dd3c36c98,400 Gms,Breakfast & Dairy,Bread & Buns
Cowpea Green Beans,5c0e75068d92d07fdfcf7430,5c0e75068d92d07fdfcf7432,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Haldiram's Nagpur Salted Peanuts,5d27178b9e1975027f8ea99c,5d27178b9e1975027f8ea99d,150 Gms,Snacks & Frozen Food,Snacks
Baby Corn,5bd323493cd51519e9354056,5bd323493cd51519e9354058,500 Gms,Fresh Vegetables,"Peas, Corn, Mushrooms"
KPN Ponni Boiled Rice,5cae072a850c55677a212bda,5cae072a850c55677a212bdb,5 Kgs,Provisions,Rice & Grains
Raw Papaya,5c80d9cbd8b2f755a2d4406b,5c80d9cbd8b2f755a2d4406d,500 Gms,Fresh Fruits,"Papaya, Pineapple, Pomegranate"
Everest Pav Bhaji Masala,5bc87ae10d298a283c2974fb,5bc87ae10d298a283c2974fc,100 Gms,Provisions,Masala & Spices
Naga Maida,5cae072a850c55677a212bbb,5cae072a850c55677a212bbd,500 Gms,Provisions,Atta & Flour
Milky Mist Cheddar Cheese,5c5d8ee01891ef12f49b3e7f,5c5d8ee01891ef12f49b3e80,200 Gms,Breakfast & Dairy,Dairy
Milky Mist Curd - Cup,5dc909a6d674de5fa163064b,5e84ce49bc057e6d4c5fd1fb,1 Kg,Breakfast & Dairy,Dairy
Parle Hide And Seek Caffe Mocha Cookies,5bf7f86a5f45681d3831da0a,5bf7f86a5f45681d3831da0b,120 Gms,Snacks & Frozen Food,Biscuit & Cookies
Too Yumm Cheese & Herbs Veggie Stix,5bf85869269a0f1dd3c37e2c,5c3f6b877d95600ff27b9501,60 Gms,Snacks & Frozen Food,Chips & Crisps
Cadbury Dairy Milk Fruit and Nut Chocolate,5d20669ea2e3f626d827b964,5d76234d4bf1844dbc4ec8a9,36 Gms,Chocolates & Ice-Cream,Bar Chocolates
Kellogg's Corn Flakes,5bc87ae20d298a283c29790b,5bc87ae20d298a283c29790c,250 Gms,Breakfast & Dairy,"Cereals, Oats & Muesli"
KPN Kabuli Channa,5cae072a850c55677a212ae4,5cae072a850c55677a212ae5,500 Gms,Provisions,Pulses
Mangoes - Large Ratnagiri Alphonsos,5d0cd3f4c9e8386c3c50f2c4,5d0cd3f4c9e8386c3c50f2c6,6 Pcs,Fresh Fruits,Mangoes
Aashirvaad Select Atta,5c029b4e08e0144a1a409b3f,5c029b4e08e0144a1a409b40,5 Kg,Provisions,Atta & Flour
Banana / Pachabale,5bd323493cd51519e9353fbb,5bd323493cd51519e9353fbc,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Amul Garlic and Herbs Buttery Spread,5c0562cfaead9d72d28f841e,5c0562cfaead9d72d28f841f,100 Gms,Breakfast & Dairy,Dairy
Kiwi,5d40335347ddec28ec563803,5d6e093d4fce012c1d0fdfd8,1 Pc,Fresh Fruits,Exotic Fruits
KPN Tamarind Cake,5cae072a850c55677a212b5c,5cae072a850c55677a212b5d,500 Gms,Provisions,Cooking Pastes
Cadbury Dairy Milk Silk Chocolate Fruit And Nut,5bc87ae10d298a283c2970bc,5bc87ae10d298a283c2970bd,145 Gms,Chocolates & Ice-Cream,Bar Chocolates
Eggs,5bcf812a752feb5014a2e2ba,5bc48504ac42042a9f934fe5,6 Eggs,Dairy & Eggs,Egg
Green Peas,5ce7d5da94786a3be12e89d2,5ce7d5da94786a3be12e89d4,200 Gms,Snacks & Frozen Food,Frozen Veggies & Snacks
Primier Face Tissue Box,5be591cb3832916b18314ff3,5be591cb3832916b18314ff5,100 Pulls,Cleaning & Household,Disposable
Nandini Good Life Slim Milk,5bc87ae20d298a283c297c7d,5bc87ae20d298a283c297c7e,1 Ltr,Breakfast & Dairy,Milk
Tropicana 100% Orange Juice,5d00cb2f0bace8338e2e0b58,5d00cb2f0bace8338e2e0b59,1 Ltr,Beverages,Fruit Juice & Drinks
Amul Cow Milk,5c0562cfaead9d72d28f843e,5c0562cfaead9d72d28f843f,500 Ml,Breakfast & Dairy,Milk
Eno Cool Lemon Flavour,5bf85869269a0f1dd3c37d8d,5bf85869269a0f1dd3c37d8e,5 Gms,Personal Care,General Medicines
Epigamia Greek Wild Raspberry Yogurt,5bda40247792aa60c412e724,5bda40247792aa60c412e725,90 Gms,Breakfast & Dairy,Dairy
Motas Peri Peri Style Potato Chips,5d89b249f3e9af377e64fa9a,5d89b249f3e9af377e64fa9b,200 Gms,Snacks & Frozen Food,Chips & Crisps
Chupa Chups Strawberry Lollipop,5bf85868269a0f1dd3c373a5,5bf85868269a0f1dd3c373a6,12 Gms,Chocolates & Ice-Cream,Toffees & Lollipops
Deepam Oil,5bc87ae10d298a283c297364,5bc87ae10d298a283c297366,500 Ml,Pooja Needs,Others
Maida,5bdc71036cb2d102bff80756,5bdc71036cb2d102bff80757,1 Kg,Provisions,Atta & Flour
Daawat Pulao Basmati Rice,5bc87ae10d298a283c2972e7,5bc87ae10d298a283c2972e8,1 Kg,Provisions,Rice & Grains
Nestle Mini Kitkat Chocolate,5bf85868269a0f1dd3c37356,5bf85868269a0f1dd3c37357,13.2 Gms,Chocolates & Ice-Cream,Bar Chocolates
QwickBites Butter Salted Popcorn,5e7c51f6ae97c442df2c4528,5e7c51f6ae97c442df2c4529,30 Gms,Snacks & Frozen Food,Chips & Crisps
English Oven Pizza Base,5bf85867269a0f1dd3c36ca1,5bf85867269a0f1dd3c36ca2,200 Gms,Breakfast & Dairy,Bread & Buns
Gold Flakes Kings,5ec370e6cc8e66769b6514ca,5ec370e6cc8e66769b6514cb,Pack of 10,Paan,Others
Lays India's Magic Masala Chips,5d27178c9e1975027f8eaaca,5d27178c9e1975027f8eaacc,52 Gms,Snacks & Frozen Food,Chips & Crisps
QwickBites Peri Peri Popcorn,5e7c51f6ae97c442df2c4524,5e7c51f6ae97c442df2c4525,30 Gms,Snacks & Frozen Food,Chips & Crisps
Amul Lassi,5bf85868269a0f1dd3c37630,5c947dab19f24c1bbda1b6d7,250 Ml,Breakfast & Dairy,Dairy
Amul Malai Paneer Pouch,5bd2cef973cdab7135874ed0,5bd2cef973cdab7135874ed1,200 Gms,Breakfast & Dairy,Dairy
Funfoods Pasta And Pizza Sauce,5bc87ae10d298a283c2975e0,5bc87ae10d298a283c2975e1,325 Gms,Condiments,"Sauces, Spreads & Dips"
Apple - Granny Smith (Green Apple),5cc2f5e3d3ffea547621c411,5cc2f5e3d3ffea547621c413,500 Gms,Fresh Fruits,"Apples, Pears, Plums"
Brown Channa,5c135ae66994164bc9f7fd72,5c135ae66994164bc9f7fd73,1 Kg,Provisions,Pulses
Indian Apple,5d39597247ddec28ec4f8b30,5d39597247ddec28ec4f8b32,500 Gms,Fresh Fruits,"Apples, Pears, Plums"
Nestle Curd,5c021de929a128442cdc3a61,5c021de929a128442cdc3a62,400 Gms,Breakfast & Dairy,Dairy
Nestle Milkybar Chocolate,5bc87ae20d298a283c297cc8,5c24c008f63f201f558494d0,13 Gms,Chocolates & Ice-Cream,Bar Chocolates
Nutrela Soya Chunks,5cb7376028b53353f3c61519,5cb7376028b53353f3c6151a,220 Gms,Breakfast & Dairy,"Cereals, Oats & Muesli"
Britannia Nutri Choice Digestive Biscuits,5d27178a9e1975027f8ea7b3,5d27178a9e1975027f8ea7b4,100 Gms,Snacks & Frozen Food,Biscuit & Cookies
Diet Coke Can,5c07ef172e4b98100ae472d5,5ca48bdee1921370b56b82f7,330 Ml,Beverages,Soft Drinks
Maggi Cuppa Mania Chilli Chow Noodles Cup,5bc87ae20d298a283c297a64,5bc87ae20d298a283c297a65,70 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Amul Cheese Slices A+,5bc87ae10d298a283c296e2e,5c310f46870efa7d319158a4,10 Slices,Breakfast & Dairy,Dairy
Gold Flakes Kings,5ec370e6cc8e66769b6514ca,5ec370e6cc8e66769b6514cc,Pack of 20,Paan,Others
Orange Carrot,5c86ae22341ae429d8319bee,5c86ae22341ae429d8319bef,250 Gms,Fresh Vegetables,Root Vegetables
Kwality Walls Oreo Cornetto Ice cream,5bf85868269a0f1dd3c375df,5bf85868269a0f1dd3c375e0,120 Ml,Chocolates & Ice-Cream,Ice Cream & Popsicle
Besan Flour,5c135ae66994164bc9f7fd51,5c135ae66994164bc9f7fd53,500 Gms,Provisions,Atta & Flour
Cadbury Dairy Milk Crackle Chocolate,5d1fb16dc5a37f588e6bc1ec,5d1fb16dc5a37f588e6bc1ed,36 Gms,Chocolates & Ice-Cream,Bar Chocolates
Amul Taaza Double Toned Milk,5bdc71036cb2d102bff8075d,5bdc71036cb2d102bff8075e,1 ltr,Breakfast & Dairy,Milk
Cavins Vanilla Milkshake,5c282c2ff7e98871f4f8bc6c,5d2d6ad39e1975027f9471db,180 Ml,Beverages,Milk Shakes
Nestle Milkmaid,5bda40247792aa60c412e8e0,5bda40247792aa60c412e8e1,400 Gms,Condiments,Baking Essentials
Peeled Garlic,5c790174d661476ccea6352e,5c790174d661476ccea63530,500 Gms,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Cooking Soda,5d6eacc14fce012c1d133ed7,5e1ecb306d925b53468ff9e8,100 Gms,Condiments,Baking Essentials
Milk Lane,5d5267f347ddec28eccad4f6,5d5267f347ddec28eccad4f7,500 Ml,Breakfast & Dairy,Milk
Strawberry,5bd323493cd51519e935404e,5d6e093f4fce012c1d0fe62a,1 Box,Fresh Fruits,Exotic Fruits
Cadbury Dairy Milk Roast Almond Chocolate,5d20669ea2e3f626d827b962,5d20669ea2e3f626d827b963,36 Gms,Chocolates & Ice-Cream,Bar Chocolates
Cadbury Gems,5bc87ae10d298a283c2970ce,5c62813f8486c24bba7a3d44,17.8 Gms,Chocolates & Ice-Cream,Bar Chocolates
Green Moong Dal,5c135ae66994164bc9f7fdb7,5c135ae66994164bc9f7fdb8,500 gms,Provisions,Pulses
Heritage - Rich Full Cream Milk,5d3193119e1975027fa2d5eb,5d3193119e1975027fa2d5ec,500 ML,Breakfast & Dairy,Milk
Britannia Good Day Rich Cashew Cookies,5bd2cef973cdab7135875210,5c052a4fec065c6ab669fa08,200 Gms,Snacks & Frozen Food,Biscuit & Cookies
Brinjal (R),5bd323493cd51519e9354068,5bd323493cd51519e935406a,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Fenugreek Seeds,5c135ae66994164bc9f7fda4,5c135ae66994164bc9f7fda7,100 Gms,Provisions,Masala & Spices
Green Moong (Whole),5c6c0450f6924f1e6f4e01db,5c6c0450f6924f1e6f4e01dc,500 Gms,Provisions,Pulses
Milky Mist Cooking Butter,5bd2cefa73cdab7135876721,5bd2cefa73cdab7135876723,200 Gms,Breakfast & Dairy,Dairy
Banana Chips,5e04a9c99fa7f731508223a5,5e04a9c99fa7f731508223a6,500 Gms,Snacks & Frozen Food,Chips & Crisps
Amul Fresh Paneer,5c0e13548d92d07fdff29425,5c0e13548d92d07fdff29426,200 Gms,Breakfast & Dairy,Dairy
Diet Coke Can,5bc87ae10d298a283c297186,5bc87ae10d298a283c297187,300 Ml,Best Sellers,Others
Epigamia Vanilla Bean Greek Yogurt,5c544fb26dbddc4fc504182b,5c544fb26dbddc4fc504182c,90 Gms,Breakfast & Dairy,Dairy
Nestle Acti Plus Low Fat Probiotic Curd,5bc87ae20d298a283c297cae,5bc87ae20d298a283c297caf,400 Gms,Breakfast & Dairy,Dairy
Real Good Gold Egg,5de0b3f0bf5f842c2d349423,5de0b3f0bf5f842c2d349424,6 Pcs,Breakfast & Dairy,Egg
Amul Butter Tub,5bc87ae10d298a283c296e22,5c30e9c3870efa7d31356438,200 Gms,Breakfast & Dairy,Dairy
Chings Schezwan Noodles,5bc87ae10d298a283c297166,5bc87ae10d298a283c297167,60 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Green Cucumber,5c28381bf7e98871f42dc222,5c6aa3d48fb99d10122328fe,1 Kg,Fresh Vegetables,Cut & Packed Vegetables
Malpanis Bakelite Cream Roll,5d39573247ddec28ec4f8612,5d39573247ddec28ec4f8613,200 Gms,Snacks & Frozen Food,Snacks
Pointed Gourd,5c35dbf1b1e6c12dfdc86741,5c35dbf1b1e6c12dfdc86742,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Sona Masoori Rice,5c654c082a4c5c2935ef70ae,5c654c082a4c5c2935ef70af,1 Kg,Provisions,Rice & Grains
Valai Poo,5d2c2b729e1975027f936d69,5d2c2b729e1975027f936d6a,1 Pc,Fresh Fruits,"Banana, Guava, Sapota"
ID Idli & Dosa Batter,5d122e523952a107ae7bb2be,5d122e523952a107ae7bb2bf,1 Kg,Instant Foods & Ready To Eat,Ready to Cook
Kara Coconut Milk,5bd2cefa73cdab7135876167,5bd2cefa73cdab7135876168,200 Ml,Provisions,Cooking Pastes
Lays Whacky Hot 'n' Sweet Chilli Potato Chips,5e26df2c6d925b5346948302,5e26df2c6d925b5346948303,25 Gms,Snacks & Frozen Food,Chips & Crisps
Nestle Kitkat 4 Fingers Chocolate,5bf84bcf269a0f1dd3c36191,5bf84bcf269a0f1dd3c36192,37.3 Gms,Snacks,Crackers & Wafers
Chings Green Chilli Sauce,5bc87ae10d298a283c297154,5bc87ae10d298a283c297155,680 Gms,Condiments,"Sauces, Spreads & Dips"
Zimikhand/ Elephant Yam,5cefaade497d855ddac1da74,5d80d6a2f0c9a85e36a261ba,500 Gms,Fresh Vegetables,Root Vegetables
Coca Cola Pet Bottle,5d20e3200c748c612bfb29bb,5d20e3200c748c612bfb29bc,750 Ml,Beverages,Soft Drinks
Red Amaranth,5c80d9cad8b2f755a2d43f14,5dd27194783484278f15a85c,Full Bunch,Fresh Herbs and Seasoning,Indian Herbs
Britannia Little Hearts Biscuits,5c021de829a128442cdc36e0,5d6f926f094cd36970dc0730,48 Gms,Snacks & Frozen Food,Biscuit & Cookies
Britannia Pure Magic Deuce Milk Choco Crisp Biscuits,5bf7fb015f45681d3831e3a3,5bf7fb015f45681d3831e3a4,60 Gms,Snacks & Frozen Food,Biscuit & Cookies
Nandini Good Life Milk Tetra Pack,5cd2e2b2721d094d9eea16b0,5cd2e2b2721d094d9eea16b1,1 Ltr,Dairy & Eggs,Milk
Kwality Walls Chocolate Ice cream,5bf85868269a0f1dd3c375d1,5bf85868269a0f1dd3c375d2,700 Ml,Chocolates & Ice-Cream,Ice Cream & Popsicle
LG Compounded Asafoetida Powder,5c408e5e9036890fdcbf977f,5c408e5e9036890fdcbf9781,50 Gms,Provisions,Masala & Spices
Kiwi Drainex Drain Cleaner Pouch,5c021de829a128442cdc3984,5c021de829a128442cdc3985,50 Gms,Cleaning & Household,Cleaning Supplies
Beans Thin Cowpea,5cc83faf13f1917fbe4ba690,5cc83faf13f1917fbe4ba692,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Fresh White Guava,5c28381bf7e98871f42dc295,5c6aa4518fb99d10122369b5,1 Kg,Fresh Fruits,Exotic Fruits
Quaker Oats,5c282c2ff7e98871f4f8c10a,5d36bf7f47ddec28ec4727ce,400 Gms,Breakfast & Dairy,"Cereals, Oats & Muesli"
Thums Up Pet Bottle,5d27178c9e1975027f8eae5a,5d27178c9e1975027f8eae5b,1.75 Ltrs,Beverages,Soft Drinks
Chitale Full Cream Milk,5d42a89447ddec28ec84b26f,5d42a89447ddec28ec84b270,500 Ml,Breakfast & Dairy,Milk
Nilgiri's Multi Grain Bread,5c8021eb74cf3c4c87268d70,5c8021eb74cf3c4c87268d71,400 Gms,Breakfast & Dairy,Bread & Buns
Pringles Fusion Chutney Flavour Chips,5c0562ceaead9d72d28f8135,5c0562ceaead9d72d28f8136,110 Gms,Snacks & Frozen Food,Chips & Crisps
Spring Onion,5bd323493cd51519e93540e6,5bd323493cd51519e93540e8,500 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Cheetos Cheese Puffs,5c52df2e46b876344870fd18,5c52df2e46b876344870fd1a,32 Gms,Snacks & Frozen Food,Chips & Crisps
Epigamia Natural Greek Yogurt,5bd2cefa73cdab7135875972,5c5c3ec738708d575b4a0d0b,400 Gms,Breakfast & Dairy,Dairy
Haldirams Tasty Nuts,5c1b77a89d3aca4aa32cc5b6,5c1b77a89d3aca4aa32cc5b7,150 Gms,Best Sellers,Others
Rajdhani Poha-Mota,5bf85868269a0f1dd3c377d2,5bf85868269a0f1dd3c377d3,500 Gms,Provisions,Pulses
Saffola Tasty Blended Oil,5bf7f86a5f45681d3831da67,5bf7f86a5f45681d3831da68,1 Ltr,Provisions,Oils & Ghee
Britannia Little Hearts,5d76270f4bf1844dbc4ecc15,5d76270f4bf1844dbc4ecc16,35 Gms,Snacks & Frozen Food,Biscuit & Cookies
Maggi Chicken Noodles,5bd2cefa73cdab7135876588,5bd2cefa73cdab7135876589,70 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Nendran Banana,5d2c2b729e1975027f936db1,5d2c2b729e1975027f936db3,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Karamani,5d2c2b729e1975027f936d2d,5d2c2b729e1975027f936d2e,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Nandini GoodLife Toned Milk,5e6628a3186dc90766a0cf75,5e6628a3186dc90766a0cf76,200 Ml,Breakfast & Dairy,Milk
Onion,5c1212046d62156290e94b08,5c6e38c5019ca52990b73ee0,250 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Parle Hide & Seek Biscuits,5c021de929a128442cdc3aeb,5c021de929a128442cdc3aec,120 Gms,Snacks & Frozen Food,Biscuit & Cookies
Garlic,5bd323493cd51519e93540a4,5caef19d05e9da7da2ab3b26,100 Gms,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Parachute Coconut Oil,5bc87ae20d298a283c297f4e,5bc87ae20d298a283c297f54,100 Ml,Personal Care,Hair
The Bake Shop Burger Bun,5e16ffe98ce3d220b9f9728b,5e16ffe98ce3d220b9f9728c,2 Pcs,Breakfast & Dairy,Bread & Buns
Kurkure Chilli Chatka,5c6d5ecea6ad42274c520cfc,5c6d5ecea6ad42274c520cfd,106.6 Gms,Snacks & Frozen Food,Chips & Crisps
Nandini Good Life Cow Milk,5c029b4e08e0144a1a409b56,5c029b4e08e0144a1a409b59,200 Ml,Breakfast & Dairy,Milk
Almonds,5c8a2582e51754469bbd0e37,5d1605c1fd74cb140bb91a74,250 Gms,Provisions,"Dry Fruits, Nuts & Seeds"
Amul Kool Elaichi Milk,5bd2cef973cdab7135874ec2,5bd2cef973cdab7135874ec3,200 Ml,Beverages,Milk Shakes
Malai Paneer,5e05a35a9fa7f73150824eeb,5e05a35a9fa7f73150824eed,500 Gms,Breakfast & Dairy,Dairy
